Analyzed file:	D:\пешики\00022.MTS
Object's on frame in myPersons:	0
Frame №	253 ----------------------
Object's on frame in myPersons:	0
Frame №	254 ----------------------
Object's on frame in myPersons:	0
Frame №	255 ----------------------
Object's on frame in myPersons:	0
Frame №	256 ----------------------
Object's on frame in myPersons:	0
Frame №	257 ----------------------
Object's on frame in myPersons:	0
Frame №	258 ----------------------
Object's on frame in myPersons:	0
Frame №	259 ----------------------
Object's on frame in myPersons:	0
Frame №	260 ----------------------
Object's on frame in myPersons:	0
Frame №	261 ----------------------
Object's on frame in myPersons:	0
Frame №	262 ----------------------
Object's on frame in myPersons:	0
Frame №	263 ----------------------
Object's on frame in myPersons:	0
Frame №	264 ----------------------
Object's on frame in myPersons:	0
Frame №	265 ----------------------
Object's on frame in myPersons:	0
Frame №	266 ----------------------
Object's on frame in myPersons:	0
Frame №	267 ----------------------
Object's on frame in myPersons:	0
Frame №	268 ----------------------
Object's on frame in myPersons:	0
Frame №	269 ----------------------
Object's on frame in myPersons:	0
Frame №	270 ----------------------
Object's on frame in myPersons:	0
Frame №	271 ----------------------
Object's on frame in myPersons:	0
Frame №	272 ----------------------
Object's on frame in myPersons:	0
Frame №	273 ----------------------
Object's on frame in myPersons:	0
Frame №	274 ----------------------
Object's on frame in myPersons:	0
Frame №	275 ----------------------
Object's on frame in myPersons:	0
Frame №	276 ----------------------
Object's on frame in myPersons:	0
Frame №	277 ----------------------
Object's on frame in myPersons:	0
Frame №	278 ----------------------
Object's on frame in myPersons:	0
Frame №	279 ----------------------
Object's on frame in myPersons:	0
Frame №	280 ----------------------
Object's on frame in myPersons:	0
Frame №	281 ----------------------
Object's on frame in myPersons:	0
Frame №	282 ----------------------
Object's on frame in myPersons:	0
Frame №	283 ----------------------
Object's on frame in myPersons:	0
Frame №	284 ----------------------
Object's on frame in myPersons:	0
Frame №	285 ----------------------
Object's on frame in myPersons:	0
Frame №	286 ----------------------
Object's on frame in myPersons:	0
Frame №	287 ----------------------
Object's on frame in myPersons:	0
Frame №	288 ----------------------
Object's on frame in myPersons:	0
Frame №	289 ----------------------
Object's on frame in myPersons:	0
Frame №	290 ----------------------
Object's on frame in myPersons:	0
Frame №	291 ----------------------
Object's on frame in myPersons:	0
Frame №	292 ----------------------
Object's on frame in myPersons:	0
Frame №	293 ----------------------
Object's on frame in myPersons:	0
Frame №	294 ----------------------
Object's on frame in myPersons:	0
Frame №	295 ----------------------
Object's on frame in myPersons:	0
Frame №	296 ----------------------
Object's on frame in myPersons:	0
Frame №	297 ----------------------
Object's on frame in myPersons:	0
Frame №	298 ----------------------
Object's on frame in myPersons:	0
Frame №	299 ----------------------
Object's on frame in myPersons:	0
Frame №	300 ----------------------
Object's on frame in myPersons:	0
Frame №	301 ----------------------
Object's on frame in myPersons:	0
Frame №	302 ----------------------
Object's on frame in myPersons:	0
Frame №	303 ----------------------
Object's on frame in myPersons:	0
Frame №	304 ----------------------
Object's on frame in myPersons:	0
Frame №	305 ----------------------
Object's on frame in myPersons:	0
Frame №	306 ----------------------
Object's on frame in myPersons:	0
Frame №	307 ----------------------
Object's on frame in myPersons:	0
Frame №	308 ----------------------
Object's on frame in myPersons:	0
Frame №	309 ----------------------
Object's on frame in myPersons:	0
Frame №	310 ----------------------
Object's on frame in myPersons:	0
Frame №	311 ----------------------
Object's on frame in myPersons:	0
Frame №	312 ----------------------
Object's on frame in myPersons:	0
Frame №	313 ----------------------
Object's on frame in myPersons:	0
Frame №	314 ----------------------
Object's on frame in myPersons:	0
Frame №	315 ----------------------
Object's on frame in myPersons:	0
Frame №	316 ----------------------
Object's on frame in myPersons:	0
Frame №	317 ----------------------
Object's on frame in myPersons:	0
Frame №	318 ----------------------
Object's on frame in myPersons:	0
Frame №	319 ----------------------
Object's on frame in myPersons:	0
Frame №	320 ----------------------
Object's on frame in myPersons:	0
Frame №	321 ----------------------
Object's on frame in myPersons:	0
Frame №	322 ----------------------
Object's on frame in myPersons:	0
Frame №	323 ----------------------
Object's on frame in myPersons:	0
Frame №	324 ----------------------
Object's on frame in myPersons:	0
Frame №	325 ----------------------
Object's on frame in myPersons:	0
Frame №	326 ----------------------
Object's on frame in myPersons:	0
Frame №	327 ----------------------
Object's on frame in myPersons:	0
Frame №	328 ----------------------
Object's on frame in myPersons:	0
Frame №	329 ----------------------
Object's on frame in myPersons:	0
Frame №	330 ----------------------
Object's on frame in myPersons:	0
Frame №	331 ----------------------
Object's on frame in myPersons:	0
Frame №	332 ----------------------
Object's on frame in myPersons:	0
Frame №	333 ----------------------
Object's on frame in myPersons:	0
Frame №	334 ----------------------
Object's on frame in myPersons:	0
Frame №	335 ----------------------
Object's on frame in myPersons:	0
Frame №	336 ----------------------
Object's on frame in myPersons:	0
Frame №	337 ----------------------
Object's on frame in myPersons:	0
Frame №	338 ----------------------
Object's on frame in myPersons:	0
Frame №	339 ----------------------
Object's on frame in myPersons:	0
Frame №	340 ----------------------
Object's on frame in myPersons:	0
Frame №	341 ----------------------
Object's on frame in myPersons:	0
Frame №	342 ----------------------
Object's on frame in myPersons:	0
Frame №	343 ----------------------
Object's on frame in myPersons:	0
Frame №	344 ----------------------
Object's on frame in myPersons:	0
Frame №	345 ----------------------
Object's on frame in myPersons:	0
Frame №	346 ----------------------
Object's on frame in myPersons:	0
Frame №	347 ----------------------
Object's on frame in myPersons:	0
Frame №	348 ----------------------
Object's on frame in myPersons:	0
Frame №	349 ----------------------
Object's on frame in myPersons:	0
Frame №	350 ----------------------
Object's on frame in myPersons:	0
Frame №	351 ----------------------
Object's on frame in myPersons:	0
Frame №	352 ----------------------
Object's on frame in myPersons:	0
Frame №	353 ----------------------
Object's on frame in myPersons:	0
Frame №	354 ----------------------
Object's on frame in myPersons:	0
Frame №	355 ----------------------
Object's on frame in myPersons:	0
Frame №	356 ----------------------
Object's on frame in myPersons:	0
Frame №	357 ----------------------
Object's on frame in myPersons:	0
Frame №	358 ----------------------
Object's on frame in myPersons:	0
Frame №	359 ----------------------
Object's on frame in myPersons:	0
Frame №	360 ----------------------
Object's on frame in myPersons:	0
Frame №	361 ----------------------
Object's on frame in myPersons:	0
Frame №	362 ----------------------
Object's on frame in myPersons:	0
Frame №	363 ----------------------
Object's on frame in myPersons:	0
Frame №	364 ----------------------
Object's on frame in myPersons:	0
Frame №	365 ----------------------
Object's on frame in myPersons:	0
Frame №	366 ----------------------
Object's on frame in myPersons:	0
Frame №	367 ----------------------
Object's on frame in myPersons:	0
Frame №	368 ----------------------
Object's on frame in myPersons:	0
Frame №	369 ----------------------
Object's on frame in myPersons:	0
Frame №	370 ----------------------
Object's on frame in myPersons:	0
Frame №	371 ----------------------
Object's on frame in myPersons:	0
Frame №	372 ----------------------
Object's on frame in myPersons:	0
Frame №	373 ----------------------
Object's on frame in myPersons:	0
Frame №	374 ----------------------
Object's on frame in myPersons:	0
Frame №	375 ----------------------
Object's on frame in myPersons:	0
Frame №	376 ----------------------
Object's on frame in myPersons:	0
Frame №	377 ----------------------
Object's on frame in myPersons:	0
Frame №	378 ----------------------
Object's on frame in myPersons:	0
Frame №	379 ----------------------
Object's on frame in myPersons:	0
Frame №	380 ----------------------
Object's on frame in myPersons:	0
Frame №	381 ----------------------
Object's on frame in myPersons:	0
Frame №	382 ----------------------
Object's on frame in myPersons:	0
Frame №	383 ----------------------
Object's on frame in myPersons:	0
Frame №	384 ----------------------
Object's on frame in myPersons:	0
Frame №	385 ----------------------
Object's on frame in myPersons:	0
Frame №	386 ----------------------
Object's on frame in myPersons:	0
Frame №	387 ----------------------
Object's on frame in myPersons:	0
Frame №	388 ----------------------
Object's on frame in myPersons:	0
Frame №	389 ----------------------
Object's on frame in myPersons:	0
Frame №	390 ----------------------
Object's on frame in myPersons:	0
Frame №	391 ----------------------
Object's on frame in myPersons:	0
Frame №	392 ----------------------
Object's on frame in myPersons:	0
Frame №	393 ----------------------
Object's on frame in myPersons:	0
Frame №	394 ----------------------
Object's on frame in myPersons:	0
Frame №	395 ----------------------
Object's on frame in myPersons:	0
Frame №	396 ----------------------
Object's on frame in myPersons:	0
Frame №	397 ----------------------
Object's on frame in myPersons:	0
Frame №	398 ----------------------
Object's on frame in myPersons:	0
Frame №	399 ----------------------
Object's on frame in myPersons:	0
Frame №	400 ----------------------
Object's on frame in myPersons:	0
Frame №	401 ----------------------
Object's on frame in myPersons:	0
Frame №	402 ----------------------
Object's on frame in myPersons:	0
Frame №	403 ----------------------
Object's on frame in myPersons:	0
Frame №	404 ----------------------
Object's on frame in myPersons:	0
Frame №	405 ----------------------
Object's on frame in myPersons:	0
Frame №	406 ----------------------
Object's on frame in myPersons:	0
Frame №	407 ----------------------
Object's on frame in myPersons:	0
Frame №	408 ----------------------
Object's on frame in myPersons:	0
Frame №	409 ----------------------
Object's on frame in myPersons:	0
Frame №	410 ----------------------
Object's on frame in myPersons:	0
Frame №	411 ----------------------
Object's on frame in myPersons:	0
Frame №	412 ----------------------
Object's on frame in myPersons:	0
Frame №	413 ----------------------
Object's on frame in myPersons:	0
Frame №	414 ----------------------
Object's on frame in myPersons:	0
Frame №	415 ----------------------
Object's on frame in myPersons:	0
Frame №	416 ----------------------
Object's on frame in myPersons:	0
Frame №	417 ----------------------
Object's on frame in myPersons:	0
Frame №	418 ----------------------
Object's on frame in myPersons:	0
Frame №	419 ----------------------
Object's on frame in myPersons:	0
Frame №	420 ----------------------
Object's on frame in myPersons:	0
Frame №	421 ----------------------
Object's on frame in myPersons:	0
Frame №	422 ----------------------
Object's on frame in myPersons:	0
Frame №	423 ----------------------
Object's on frame in myPersons:	0
Frame №	424 ----------------------
Object's on frame in myPersons:	0
Frame №	425 ----------------------
Object's on frame in myPersons:	0
Frame №	426 ----------------------
Object's on frame in myPersons:	0
Frame №	427 ----------------------
Object's on frame in myPersons:	0
Frame №	428 ----------------------
Object's on frame in myPersons:	0
Frame №	429 ----------------------
Object's on frame in myPersons:	0
Frame №	430 ----------------------
Object's on frame in myPersons:	0
Frame №	431 ----------------------
Object's on frame in myPersons:	0
Frame №	432 ----------------------
Object's on frame in myPersons:	0
Frame №	433 ----------------------
Object's on frame in myPersons:	0
Frame №	434 ----------------------
Object's on frame in myPersons:	0
Frame №	435 ----------------------
Object's on frame in myPersons:	0
Frame №	436 ----------------------
Object's on frame in myPersons:	0
Frame №	437 ----------------------
Object's on frame in myPersons:	0
Frame №	438 ----------------------
Object's on frame in myPersons:	1
Frame №	439 ----------------------
Object's on frame in myPersons:	0
Frame №	440 ----------------------
Object's on frame in myPersons:	0
Frame №	441 ----------------------
Object's on frame in myPersons:	0
Frame №	442 ----------------------
Object's on frame in myPersons:	0
Frame №	443 ----------------------
Object's on frame in myPersons:	0
Frame №	444 ----------------------
Object's on frame in myPersons:	0
Frame №	445 ----------------------
Object's on frame in myPersons:	0
Frame №	446 ----------------------
Object's on frame in myPersons:	0
Frame №	447 ----------------------
Object's on frame in myPersons:	0
Frame №	448 ----------------------
Object's on frame in myPersons:	0
Frame №	449 ----------------------
Object's on frame in myPersons:	0
Frame №	450 ----------------------
Object's on frame in myPersons:	0
Frame №	451 ----------------------
Object's on frame in myPersons:	0
Frame №	452 ----------------------
Object's on frame in myPersons:	0
Frame №	453 ----------------------
Object's on frame in myPersons:	0
Frame №	454 ----------------------
Object's on frame in myPersons:	0
Frame №	455 ----------------------
Object's on frame in myPersons:	0
Frame №	456 ----------------------
Object's on frame in myPersons:	0
Frame №	457 ----------------------
Object's on frame in myPersons:	0
Frame №	458 ----------------------
Object's on frame in myPersons:	0
Frame №	459 ----------------------
Object's on frame in myPersons:	0
Frame №	460 ----------------------
Object's on frame in myPersons:	0
Frame №	461 ----------------------
Object's on frame in myPersons:	0
Frame №	462 ----------------------
Object's on frame in myPersons:	0
Frame №	463 ----------------------
Object's on frame in myPersons:	0
Frame №	464 ----------------------
Object's on frame in myPersons:	0
Frame №	465 ----------------------
Object's on frame in myPersons:	0
Frame №	466 ----------------------
Object's on frame in myPersons:	0
Frame №	467 ----------------------
Object's on frame in myPersons:	0
Frame №	468 ----------------------
Object's on frame in myPersons:	0
Frame №	469 ----------------------
Object's on frame in myPersons:	0
Frame №	470 ----------------------
Object's on frame in myPersons:	0
Frame №	471 ----------------------
Object's on frame in myPersons:	0
Frame №	472 ----------------------
Object's on frame in myPersons:	0
Frame №	473 ----------------------
Object's on frame in myPersons:	0
Frame №	474 ----------------------
Object's on frame in myPersons:	0
Frame №	475 ----------------------
Object's on frame in myPersons:	0
Frame №	476 ----------------------
Object's on frame in myPersons:	0
Frame №	477 ----------------------
Object's on frame in myPersons:	0
Frame №	478 ----------------------
Object's on frame in myPersons:	0
Frame №	479 ----------------------
Object's on frame in myPersons:	0
Frame №	480 ----------------------
Object's on frame in myPersons:	0
Frame №	481 ----------------------
Object's on frame in myPersons:	0
Frame №	482 ----------------------
Object's on frame in myPersons:	0
Frame №	483 ----------------------
Object's on frame in myPersons:	0
Frame №	484 ----------------------
Object's on frame in myPersons:	0
Frame №	485 ----------------------
Object's on frame in myPersons:	0
Frame №	486 ----------------------
Object's on frame in myPersons:	0
Frame №	487 ----------------------
Object's on frame in myPersons:	0
Frame №	488 ----------------------
Object's on frame in myPersons:	0
Frame №	489 ----------------------
Object's on frame in myPersons:	0
Frame №	490 ----------------------
Object's on frame in myPersons:	0
Frame №	491 ----------------------
Object's on frame in myPersons:	0
Frame №	492 ----------------------
Object's on frame in myPersons:	0
Frame №	493 ----------------------
Object's on frame in myPersons:	0
Frame №	494 ----------------------
Object's on frame in myPersons:	0
Frame №	495 ----------------------
Object's on frame in myPersons:	0
Frame №	496 ----------------------
Object's on frame in myPersons:	0
Frame №	497 ----------------------
